int_col_0,float_col_1,int_col_2,float_col_3,int_col_4,float_col_5,int_col_6,float_col_7,int_col_8,float_col_9,str_col_0,str_col_1,str_col_2,str_col_3,str_col_4,str_col_5,date_col_0,date_col_1,bool_col_0,bool_col_1,id
80,636.1406824299067,15,141.1026177018837,42,100.31980662309903,937,111.6005044270657,410,243.35396422192323,gFacMfsloy,nsDGcYeWXN,VCiqWtwlmG,YWRsmaEOvQ,gWcjNbANdb,FLtbHuRjBn,2023-02-07 15:02:13,2021-02-13 22:24:27,True,False,id_503
887,4.189331299066179,416,282.6001200226258,101,185.7035812067619,365,752.7907457591119,448,58.62365084415843,zjTdTqaxOW,jPoLztgddD,RrVrQgaZTT,LsxmcsmNto,MKwmfbmSFS,ASwVRQgMTm,2020-08-28 16:16:52,2022-11-03 00:41:20,False,False,id_504
68,957.1807321432982,658,230.63009663012056,865,308.9414811746579,454,939.5336196057848,556,275.16000101633995,GWjcrnHCjW,EUweIiWaVv,GytwXPtHpl,NGphtNEMjb,yEuvQORtNu,GlioBwmJQL,2022-05-23 15:53:17,2020-06-02 07:46:42,True,False,id_505
129,740.3724047176448,784,175.67994154617784,514,661.4145933019805,57,58.25583988633254,57,818.8804501100986,bfBSliMgKE,bHtEUABHFx,LnwwoEVarQ,JuVcRGEoBH,fvJkWfDtNg,KuMEOKWoKR,2021-01-08 02:33:19,2023-02-10 11:44:21,False,False,id_506
871,817.1702535309137,335,843.340410730022,468,216.0577824149782,373,275.63558337326674,436,172.40563693237377,IUhiGduACq,EaakaGlrtQ,UjWdNFGzay,XgPBlgiCvh,qEVRwXtxBF,tBMzZeOFeD,2022-10-16 20:41:35,2021-12-20 03:47:26,True,False,id_507
353,602.3128296852849,980,599.1230729264289,433,116.36458050449372,334,331.4023816090531,972,422.02451884665857,rQFfinnlLw,KdfidQKMSL,nYRSIbPQfZ,KNHjGjSAAY,XVljPuBGgQ,QegKNtwpHc,2023-06-02 04:15:07,2021-01-12 08:33:01,False,False,id_508
591,359.42637553872027,991,649.7169438103805,865,468.3639845758625,217,730.918615590377,946,230.00580063047738,DbrlLodosF,DpWsIXNOAF,xaygLoNFKx,drHbiiGGwz,teJbFgPBPK,BHDRcByfER,2022-12-17 17:16:26,2020-03-02 13:15:10,True,False,id_509
695,819.4808369022661,278,892.3216344665941,24,497.00754249994094,941,336.03653271763534,89,525.8837287372074,sRlILCFiBq,iJOjNotlGN,LcOzOPxVCO,hnjnPXfWzc,hmaeXvwJoi,IAWifWVDae,2022-03-10 09:10:52,2022-08-19 16:32:18,False,False,id_510
267,991.5335013052189,67,266.47208409852277,110,753.9737815423664,37,336.13562413591467,426,272.42085901754854,sZJTOVWfOr,qallhEVuvl,TLMzNTdDjJ,zCGKnDWkwM,eUoumnfVMV,JFabyMnuHP,2021-07-23 13:25:11,2022-06-28 16:18:55,False,False,id_511
281,161.54691586592162,842,575.516068854794,883,117.10347909663498,435,765.5489806273711,210,486.8379687523239,KxyaORJEBJ,xNaffezcKO,ANaPNHwoaG,yqcgWtzpRO,pDacNGHXOo,bvGAwMqBff,2023-04-20 18:40:57,2021-10-20 10:19:21,True,True,id_512
113,453.93092137384605,791,390.6918469322441,9,434.0458114234019,42,317.0015518058867,206,577.8322451550501,PxBdINbbLL,vBFVlhBsWd,VryjdUFqti,gGNzojYWwi,FAZEtRVPDB,iUlbrWZGoI,2023-10-29 20:59:16,2020-06-01 03:46:07,False,False,id_513
233,841.0087123540794,225,62.74104063485808,490,159.6690882166999,933,237.94238206341623,694,132.59159643453856,DGJUhTkyFj,dUlPMfrqVT,JgtGFQWbrm,zHoCzIlPEg,mIwoZnjIPl,CZfGaNLCsj,2020-12-27 14:37:58,2020-06-27 13:27:39,True,True,id_514
73,569.3999939211454,567,148.5250376479118,554,146.06098021654924,361,233.1436394488736,105,722.2625791484015,kILPqIPHFO,HMNbRYPOCG,IHCEsgTTBF,wALNmQhHke,ksVqzeRHVP,OfRKjgHyhN,2021-02-20 09:36:42,2021-05-06 12:29:32,True,False,id_515
726,206.6535477935757,897,422.1760200807723,596,470.19706875333065,819,197.59438116632055,110,162.07842869848,YxqOapKBAQ,wIZTcLZvHQ,IvBLftNcfI,xeQzpFQNCt,mXclugePjq,TuRshTNBBx,2022-12-18 08:24:25,2021-01-29 11:02:27,True,False,id_516
115,196.12761582594584,468,824.0574216270534,95,10.240910506026491,416,180.2832585504607,513,239.62308461429504,JcMWTgnQXj,tNLpRIwQSO,IxDbwQMNZg,gLcMYAZDfm,hlZpATRmnQ,jpHopbPFVy,2023-11-12 20:01:18,2020-12-28 20:13:31,False,False,id_517
682,775.9115879425563,937,519.1599136600104,687,22.355734034560705,436,952.3350157160859,639,705.4460686129709,xmGqKJszpQ,dFJIxsLnnB,TkWrimnyQd,rtdrwVUQQy,HqazxSZwdh,aLTJEcrwcC,2022-08-18 08:08:23,2021-11-12 17:00:52,False,False,id_518
207,564.5096206791018,738,477.1846478267068,811,539.9523380760776,297,304.5734153552214,80,691.6629553561716,ybEqyaTaDN,rNCGdJaQmG,iuUEzsRFBq,NYDQSJpOJF,ZIAzpHhpCT,uoPPbHIFLT,2020-08-11 18:39:04,2022-04-19 14:43:32,True,True,id_519
479,779.509062616535,504,966.1563174910739,202,541.4307404618648,224,386.8898424173751,307,865.3420295506656,qBzWWEmyLw,YUpHFlHRwj,EKJVsMKbOq,LeLCktuxGQ,hvKAClAEjv,TixLRDFOIF,2021-11-04 20:27:54,2022-06-16 02:53:09,True,True,id_520
463,118.73426912350993,999,595.9929573789266,497,890.2454757394929,881,506.8938940765546,414,603.7272206663899,yMopLDckBE,yPnyQxHtzH,DXxvcQpWta,NYLlabIxmE,lfQupwEHdt,ySGAuleVys,2023-05-24 17:43:31,2023-11-09 15:51:21,False,True,id_521
689,776.8308020617407,179,61.93814656391328,826,694.9568346597305,558,531.447849631906,211,728.1631206847845,TlxLnMLMAa,NEQQmDxRQm,ihoNrRPEph,NUCACFlJwE,RHzSIabVIt,gyLGFkmnHt,2023-01-09 11:39:46,2022-01-26 11:17:26,False,False,id_522
725,13.997628158037179,793,100.05657662466683,581,303.5035753745237,393,615.2957453247676,158,99.22207798229354,SlgDqWzxNw,pslFGgCHDX,bvCMwJPhrQ,wRHcNRGQLW,VkmmGUjdiB,hkqpvNVPut,2022-05-16 07:59:46,2022-12-13 10:53:39,True,True,id_523
248,903.7928988423482,316,899.5303209875665,396,475.89572272269186,80,649.4475095164881,628,603.0603150263073,gXRazHChNJ,ZcrNWSHzAi,QwafsefAwQ,HIPmAvaaxu,ZfcaWVuvLf,BvYNRgTubW,2023-02-03 19:07:54,2023-03-28 07:59:07,True,False,id_524
694,863.5438067003444,648,929.4366346396257,997,825.6053259977458,179,522.3148464353047,547,293.3533389690718,LtTXeCjNgL,zIvMdRQVQU,lKwAKAWjnW,DbzhWunfmv,OlULRCTnYs,FLWhDaXGGD,2021-09-09 10:59:14,2021-01-17 06:33:20,True,True,id_525
315,784.8426796972191,305,730.8794550171825,168,259.3511714839265,836,898.9205277030294,514,316.8565427732998,SjLvaeGOiA,geeMPkVkeb,OABVIyfeLs,wqMYKkksqf,rYFBYLNgxr,BLMmfYbKfB,2023-10-21 00:36:39,2020-09-15 11:46:09,True,False,id_526
981,466.51040057988115,336,385.96070402114145,904,830.0986847072256,657,687.0182581422857,542,822.8063497547586,yAAjgxfNEv,yjUSEolxQb,nUXDMXCKmZ,qiXaGpjIBP,vzFFbqJFkB,lEKAXLQjSz,2021-09-14 05:07:24,2023-06-02 05:41:02,False,True,id_527
866,815.6382642262012,961,995.3319540548242,780,367.9188715746846,860,475.89853986649746,723,7.737319079825111,VrCuZNObhe,wELGwYetHn,ThFLbxxHHJ,VpdTDAaXcR,CAWnNMYodX,kwisenyYkm,2022-09-01 21:22:48,2020-03-13 09:10:31,False,True,id_528
863,392.4914964866444,363,678.2468963777474,135,289.85090817257395,292,986.7113561758612,799,872.8337821485155,zQWweAqIWh,assglAoCog,JpAjbydCDI,SHmikMsrPj,zTgYfRdmPj,vAQOFqGMJv,2023-09-01 04:28:28,2022-07-06 17:51:44,True,True,id_529
208,309.6314183730141,517,98.28942475332592,481,449.91920501579483,460,741.894936228483,267,373.98781488857514,jccMsaiXSM,pMQnZxIfkJ,judMmFghlT,xwMnuFZPnN,fWvCDNBBgV,bzeVZDqctA,2023-11-03 06:39:48,2021-02-28 02:35:27,False,False,id_530
503,164.78464201560007,306,259.0036112677825,969,868.6237523298458,852,729.157283019312,214,362.20857725195197,kIwNIIHxqm,VBRezmZBiS,HRqwaLlPwp,XjOyZyAXAm,CQbRrEBEBc,tKBguqHJqR,2023-11-06 03:13:04,2020-05-16 19:35:45,True,True,id_531
354,926.3362583401622,609,242.02128372418764,839,30.83781060476898,837,61.83686614692907,899,500.4354905776098,ADnYevMRfY,RvjJMbwxjj,iUpZwJIINe,UEwFSqagbM,IKEUSQVNqk,kiSBeWATtU,2021-11-15 17:37:07,2022-12-16 14:10:06,False,False,id_532
522,807.4870822938535,711,326.03603585857434,703,842.1848233918374,457,640.3007261764385,76,120.94139237296542,fArJYRrSyn,XQKGfFKDwK,CSACDGlAJP,pIyOcsmeAQ,xuobUszoFa,EbMKzjBKvE,2022-12-18 01:32:48,2022-06-15 16:23:38,False,True,id_533
524,978.2113618360564,393,637.9240952237586,178,586.6499520652981,532,663.0180615482454,285,78.99150534133292,ZYqAwXIYDH,atvzTXEmPQ,EVYNxWFDkR,tUZZowWQre,URmjgQQbMu,mytcTjSNiA,2022-05-12 16:30:14,2020-05-17 05:32:24,True,False,id_534
92,970.4489423143461,471,401.10286897981564,243,155.26243119126093,242,785.0502961106781,109,332.6443123714393,DkNZYNPOAz,bxKiZgBUny,onZyNhiHCq,kIaBXJjBUC,kQYNPYzXTg,fDrNrmCMSC,2022-08-26 20:06:46,2020-12-07 05:34:44,True,True,id_535
547,793.3886960031334,569,73.32261636924476,144,137.54351054758206,940,286.26530416965903,847,113.07014464304544,rKYLKUDeAR,hTFKVxlqLp,gONWgMpzSX,MYvVXrdUyy,iKpXRVmeUC,vHREhOeVMZ,2023-05-22 20:10:56,2020-04-29 18:46:04,False,True,id_536
779,610.006346094801,765,62.16557436979997,340,361.9049284288843,350,117.81674357580508,330,547.0371731176441,SSDSWAFVCk,duoyFrYqrE,cylPeNfgLu,IKIzjLstDG,QpWhwiCvqR,fbmIloCLbJ,2022-06-19 21:57:12,2023-01-13 14:47:03,False,True,id_537
603,739.6783903835479,238,113.631313936711,418,427.6989894242981,51,485.6488610670865,958,253.5842274251019,IQTRYOvZml,joTSdztQyX,OCGCWbLdBI,pZVdkbishm,EYmVNfyUMU,zaTlutzPhq,2020-05-15 23:36:15,2022-10-13 04:27:43,True,False,id_538
211,482.7276657886738,898,932.5214598717241,502,601.72537004981,363,620.2623227138331,620,712.4335245324307,qkUySnDcwC,aGhiJjQhbh,MYZtKiMUHS,YNsyIBPtkE,lIuhumoWQA,nrnhSsTFDT,2021-09-15 22:06:10,2022-04-25 11:47:41,True,False,id_539
33,84.73905263884451,650,39.60254362745241,915,372.23829694914025,973,508.9029155507245,976,504.5759516487008,qTpRyfjpeM,dWDCAJtVMT,KkuLZlAUOb,aMkccMLdiH,EQVwrBlvhp,xOOPmKCJBF,2022-01-16 03:44:02,2023-10-14 12:15:17,False,False,id_540
822,66.7036975610894,693,16.896048844916912,801,72.17680160191131,903,697.3838357240127,696,387.74413550849874,msKMtvZkUD,uRzMCQxRNE,dThjIYnXOR,ACkcqsyzRj,RHZvKfbdem,MlAYaXOtPj,2021-03-21 18:01:07,2022-08-03 15:25:54,True,True,id_541
407,982.7710353170895,869,495.6276431177833,141,676.1644152791192,189,583.2052154444781,135,165.92816938023313,hfjWvZNjcr,VxZtxdnceB,TykMUTNLYJ,aVQBIsZaIw,YRGCpVaXwe,pwmbcETcov,2020-11-17 23:54:42,2023-08-18 16:11:06,True,True,id_542
80,412.41627428523253,52,177.8771395625831,155,372.47551948727306,416,184.37222097213956,195,850.9687059219842,lnDYtcTrvQ,pCmyedWIAI,ZrDsYuJVcY,niZpPZSjLD,ObqnUfcHvv,AYzWiwzEMX,2021-08-26 09:46:04,2023-08-27 17:25:50,True,True,id_543
788,216.86315324735762,521,574.4856383459102,962,97.38998293314572,177,856.4898427159957,517,722.7949560012944,rkGImaMXbQ,BZoKdIFHNC,VuyFnMZulN,NnVuaDooDu,CDKPZeGDiU,jIQsDzhGxu,2023-04-16 09:16:51,2020-06-27 10:04:10,False,True,id_544
437,558.8789633998181,8,184.80662390290902,841,23.503167688890493,200,503.316880271783,604,117.61615842398676,bMgZmQASoB,zVTgiClkMU,EgKBMXjZwN,JQVOjrjaTR,gCjCfAIFJA,GBpVIJzuKl,2023-02-12 18:25:47,2022-01-11 09:42:51,True,True,id_545
421,792.8733715451741,131,549.6087710698289,758,758.0105244752425,761,694.5511476803807,255,573.431255404985,PVCjwghphF,CwCuVLiZlq,wjmlnsJiMq,JIGIGrYVrj,PcAUFMAKtA,NQQtvQaBYp,2023-09-03 18:04:08,2020-04-25 09:42:48,False,False,id_546
309,892.2957713486541,505,506.5725853403268,960,706.2564336534139,877,225.76813073080427,482,775.0354668115735,hWKzVhyHNw,MeKbawgcPe,oUHYZgFUQm,wJrAANQbeN,wJRckzYeDZ,NzsMmZXqZC,2023-07-18 14:29:06,2021-08-30 02:27:07,True,False,id_547
713,706.6359094016589,680,803.766236859347,842,883.3450432701648,543,327.6709344405846,832,774.6896621555211,sFYVvzezxD,KUhbkgiWav,iLOQAKWuwP,FvrRCOqoUI,wtumyZdbIY,ZseDgAGQsX,2021-05-07 15:28:05,2021-02-02 14:38:50,True,False,id_548
218,844.6745854983197,621,626.2370689852714,603,845.4020741923414,853,972.9823782741338,787,176.13130507165232,lTAiWzSvFf,jTsFdbHbkl,wWatARlSHH,kFLLqfGlNT,eSfTqQquJi,jYSUQUFDPW,2023-11-01 00:06:55,2020-03-27 11:20:32,True,False,id_549
799,267.0823054081385,640,821.2045350633878,897,657.6061948457159,409,528.4889975064825,133,383.43791687161354,WsJIluXvsI,kitnPpFYbS,EQPMctSkYi,ndSXIINHgV,QmovofaKWV,OeTDwbXzPV,2023-03-06 21:47:42,2020-09-06 17:44:06,True,False,id_550
20,66.61726851466732,677,842.3496132069143,151,762.1963658915168,433,981.0453823510973,133,871.759326994217,LLXqkmbcFs,pbiLUAaJpx,VqbDfGUUFm,HdiNjBkoKu,EpHyCIDZpm,SwAjhbfYLC,2023-01-30 14:55:01,2021-10-14 03:14:53,False,False,id_551
603,389.95472945644417,316,695.6283941946052,810,914.4370625396964,469,182.91933276514703,478,601.4948067736381,INpGETzGJz,GBgaTqNNdm,OiUCEjZNNl,IVIGOZEFZo,NFWnQBRjZa,SttQMEDRro,2023-03-11 04:57:31,2023-02-07 22:10:54,True,True,id_552
668,542.3271879232756,982,387.06772560742354,7,568.8816033791525,437,360.0705449883431,981,379.73351456205404,ulupPHEDub,XmTxTSiEPv,mIHCdwSKvV,CXBcsCpUWT,tkQVkEtRGl,bwiulJxdQL,2020-03-10 08:09:41,2022-11-16 11:26:09,False,True,id_553
668,306.72780542784307,441,587.5153360046864,141,527.4671651054227,420,357.3563050203742,347,97.64892672739035,RYDNveasij,NQNMsEAkmh,dzmfZpvXSM,yZTyOMtkOO,VThFckdTMj,AQDGShifeA,2020-12-12 05:02:28,2022-03-08 06:22:24,True,False,id_554
80,86.34237531837829,57,701.3624009571705,418,569.709909166397,664,693.1597514918635,914,654.6027623850181,TMBfDerzJc,noXjIWnEsk,KiGcMQemOT,KFhGnHEuDS,ISvQDmqOcR,QISHoSFPrw,2023-05-31 15:07:26,2021-12-11 12:58:16,False,True,id_555
792,455.0649637451698,834,102.19227024473997,313,386.02262492330755,363,870.1784316512098,856,393.9438724449869,VwifVyQTgH,fPYXIBXTUl,SXYmpNalkX,MGKtAJbBux,PppvDMBeYQ,KGSCDBZqEW,2022-07-28 02:15:24,2023-05-02 16:25:14,False,False,id_556
433,941.7478637623092,686,368.2994595034883,516,121.15323341061158,347,128.25257099853692,473,763.8022757080446,sfdLlVBEjJ,TxaHZQsMBE,JorhyccXtU,WLZVxSuzaI,DOQYdkdTEv,PpcXqeuqvX,2020-12-01 13:51:28,2023-07-28 17:30:35,False,False,id_557
221,169.20786019497547,352,136.0856568470058,916,241.6115405079876,727,544.9414514010756,957,961.4749346689722,unLNLcEfOS,ajZqZxqVAz,raqhNhnfJA,eVceoYssIn,YlawajVMxv,wldMrFpuBz,2023-02-13 18:05:34,2021-03-23 23:38:21,False,True,id_558
601,307.89986737398453,608,222.75449462702178,6,909.6518004168095,330,464.7630798729976,468,858.8927376429192,gbwJIXIuJC,HaHNFQKVgP,liHoPCeaNL,cUbFMieJPB,fzBmnCiknS,usXBuHOran,2023-12-06 10:49:14,2022-09-23 00:39:09,False,True,id_559
511,388.10307956383804,188,426.42064713767644,988,914.9974256726126,798,192.1287950530448,672,239.3798296305113,TiSUfUCIhn,BHsEdVCoJa,euZDxCoQub,rZtqZbTPQH,vuPGfRVzeh,QSZBmXKDii,2023-10-05 19:46:21,2022-07-22 06:53:06,False,False,id_560
169,284.5974565726466,790,894.598032926454,187,175.59285829176807,843,564.9024914291366,235,0.6417417112933865,EUdGASanAq,hNhWOSVWuj,CWtENfAJhq,seGNoQhqVf,gmKkJepsCg,MGtsADnvEW,2023-11-20 20:00:10,2021-01-31 02:39:13,False,False,id_561
567,854.4065613969973,832,539.6061689733706,571,619.2338830792287,610,300.3096716313884,151,995.6952398170586,dfvvbztgiR,SjcaLMvvdP,EfZwuoXPmR,JjnIMbYgMy,kukqfUrEDk,ehubTBYEnH,2023-05-27 07:10:20,2021-03-03 05:10:16,False,False,id_562
142,887.5828889689478,735,863.2123135619631,880,807.5890448782336,537,214.06221890072152,749,488.11129927604037,FonctNsqab,EfNFSOOMOL,aXVjAkSqaF,QHYHZYnAjG,xRYwSfmFtG,zVayUTUUKT,2023-03-06 04:48:27,2020-10-05 03:49:32,False,False,id_563
515,1.3797659405909712,20,881.4598019549293,893,654.0790735499562,440,411.1533259007103,590,877.0915965596794,xIbhkFQjnF,RBFkoclzZB,hHvWWIryWJ,vzgFWPUnID,YTBvcmrGTE,swDlNMXsSz,2022-09-11 02:44:17,2023-12-08 09:06:32,False,True,id_564
226,627.2733881742278,133,511.2032238156602,83,744.0660505143471,563,545.3602812176761,305,895.3416949754576,LZXDjZoled,ilrSOJjzPz,CdaTPTSYGG,kNZEPbipIZ,NWxpVyvQDB,qaNAOuudym,2021-05-28 09:23:29,2023-02-28 20:41:26,True,True,id_565
793,675.8098108757201,265,821.7603511579262,935,639.1258703641626,838,438.5742879354202,698,309.4402877275858,caWvQGRJpo,QIRcpeAhIZ,sDRYhXPHKg,RgPgPzforv,UIgtzrhpqU,ZtQTbPLHvM,2023-05-25 15:05:24,2023-11-02 00:47:06,False,False,id_566
81,799.6770488872345,631,835.1769553061602,582,402.51583855781394,605,153.74500404798275,812,748.3079754626207,NnBKJWYbiw,ULaOgkiJrJ,WSQbXMdkfH,jcTYdNyLqz,NkHyOZlzqn,cbADzbgCUg,2022-04-14 17:54:10,2023-03-27 06:22:38,False,True,id_567
455,537.2011442109734,657,915.360818870545,333,270.07050503802475,304,427.5224654707998,706,788.9966624228144,DYGkfByohe,QSSoqhNSjO,rtSZEKlESm,DABFEVJhPw,YKCTZzAPgF,rhvOPQgofm,2022-12-24 06:16:06,2020-10-24 12:19:53,True,True,id_568
365,416.6486273808333,467,670.2644228463288,668,80.33021699681875,225,851.21223434774,467,541.148588744651,zlAQAncwhz,WBbdSUtAve,BEfITrLbVe,oQHJfzKZcL,FFMgVtZfSb,tyurYSezsl,2020-11-29 09:49:12,2020-03-18 07:41:47,True,False,id_569
880,239.2155659802988,988,871.2913825803107,332,368.54758118733224,536,203.306035156844,123,743.9607713001956,SdamNHoPdi,XaLOXTETho,VCzlZxlBCv,UOeYloyFaY,ySNYYccTqS,HNNxwOFKJd,2020-03-10 05:59:29,2021-12-12 16:04:23,False,False,id_570
805,39.28388275599104,882,661.3623240608014,334,869.3332876951009,811,715.3450392340787,496,84.93277229603424,axrSUkHDqy,yHmyLOlDOb,KOvmeGczwc,nIOmiLqeGi,KFmDcQFXze,QiJcIltUwh,2021-12-25 17:35:30,2020-12-06 10:56:25,True,True,id_571
106,534.3240557609449,524,748.32019875454,541,125.69131632498542,973,334.449847224317,586,374.7807762825006,kuKTOztjfI,hLyINPVDrQ,DBwgyjgTRE,CLFRosECpW,xQmOnxjxCt,xHdLdDcfOL,2023-12-05 17:59:10,2021-12-11 07:45:13,True,True,id_572
845,103.34582194595842,877,713.4066096918946,559,608.8444677716768,90,787.455041243616,403,475.6491584923356,nASkOySXsD,DJXEDKTNIQ,JyWpGSfnQz,IkwNSCqHsI,lLqqfxcZFJ,YXGgRYYGhX,2023-12-28 07:43:16,2020-05-17 10:51:20,False,False,id_573
722,19.018068962316505,394,302.40108918613095,706,823.8038129634608,652,697.2798523618299,741,159.61436051629374,qnfbUqoJfi,EbrzKRLmhT,QfnkaFJFBV,CucCtXZfpr,EvMWDrBfpb,qmlnYWlOro,2023-10-21 09:09:50,2021-02-06 12:56:48,False,True,id_574
612,96.07896758983792,371,952.7342334146215,149,157.04498649782983,80,815.8379704818905,223,761.1400799238245,mBRozGmiaz,jwhxCFbNwQ,HxftyuEXCX,WqQPKrtTKS,pfGzKPjSwt,CBYGDhaWri,2020-07-03 23:15:53,2020-04-29 11:50:31,False,True,id_575
75,586.258109876484,735,750.3629237988117,995,402.38021807453407,207,512.6036534869015,167,688.9464356685761,NcgafFRxjr,mIUPpRyJeX,dtcVJoygzE,PPpCQJVaMM,xeliHoIQpQ,jwjThJOvJj,2021-11-02 12:31:13,2021-08-23 01:44:41,False,False,id_576
898,841.4457725131261,550,3.3430359467536697,702,875.177749110003,331,342.76903227865495,25,316.9124782889524,nJmRPwbRgC,GYYITClapK,hRHUpIkBci,YUwFiLIrcp,pFGUXWKTCs,pacnPkUCVs,2020-06-24 06:01:23,2021-10-11 07:18:15,True,True,id_577
927,508.58613005640404,933,667.4176716101321,876,35.118655283739365,821,799.6526054581946,584,764.1137910603921,FvMsXiqErH,IVFKnKjnMQ,oyfYbjXPgW,FIEihkQUWO,QLIBQYCjJe,dtUkDTIJeE,2021-05-13 08:26:08,2021-07-05 20:45:59,True,False,id_578
329,721.6180458963967,552,787.2196950786551,629,759.1272580093237,833,522.1634655881847,272,419.52809041714943,ANLJRPNqMN,ssfSsnkotN,rMbCPbiJHM,DCHRDtmuWD,TXCGPVlqsX,UHZEcFEZPf,2022-06-03 09:25:07,2020-12-01 02:07:57,True,True,id_579
802,991.6158443598042,58,258.5477122206834,391,60.133775498802166,633,76.34434809530033,821,908.4337456974243,jZbVfRCxbc,cWHErMhvRD,pvlbfrrMwI,jsHyfsvAdz,IpkgaTJFhq,LQlFlRwTGX,2023-03-14 03:28:58,2020-02-09 15:54:02,True,False,id_580
308,309.6705176147454,322,88.48289430901168,126,931.4655946791964,492,295.9875080877942,416,607.3096915289525,FkjOhMBOyP,bibfkNihgi,xVrTTlahGB,ADWBWzkjLY,RVRxfytoeJ,RttPSwNHRH,2021-03-14 02:49:56,2022-05-10 08:37:40,True,False,id_581
409,371.532505169172,275,538.4448598851477,300,445.7485564575481,169,38.47963406660904,613,262.3061661539472,OljeJZJsbX,DNEOLmvukd,reeuTZlPGy,xCrcJbdtwR,EkCOLdAzdg,XseqcUbhDl,2023-01-04 00:47:42,2020-02-15 12:33:40,True,False,id_582
926,129.5493630618264,937,398.88488585971385,860,375.6329460806223,412,615.5037581607547,288,143.01512437904395,YTgxPEZQzT,VzmhRWxiMt,EMdKXImjSg,NWNhlFPPPQ,PYelAIojgk,ZNTOlkrobE,2022-01-13 09:28:42,2022-11-11 00:42:31,True,True,id_583
803,569.6628570401731,160,846.4613919240898,57,489.51327745233067,318,266.5110141245722,96,210.41855345526562,KZpgqVDFZv,tnojJzOCCE,CIqyoxRgAM,hUaqgFYdTC,tFwoaoBoWG,qdhFMXNVtV,2020-06-22 09:18:09,2020-08-06 21:40:31,False,False,id_584
816,593.0636945916083,127,346.00513168182,554,575.5394848353068,369,62.92091906877606,52,588.7558636973091,TAPihTWtRb,qiKJJFuJrG,DgSBJvniXq,EZLhVaAMoY,jDeisXeugZ,kgbeHDAoCf,2020-03-19 23:26:20,2023-09-21 07:37:16,False,True,id_585
694,589.8599174031584,93,506.87149351448113,824,251.95174729944335,684,908.0949118388838,348,489.1194378490771,AoDqGAkwYR,tKQQHtoEiM,NThxHSzFqh,JBdUHMEQPz,NvGFUviNhB,CHUsVZSKos,2021-10-19 16:03:59,2023-11-01 23:28:13,True,False,id_586
884,36.4488908346915,610,898.0331414452822,285,436.5012839686766,498,135.8673305228081,882,80.4293488779928,FHSuSIdWAu,FtIEgETGoK,uwbxNRzdSh,zMrgBAKCpc,vHEAoWTxYh,EAsJngTngi,2022-12-12 01:36:16,2022-03-31 07:12:52,False,True,id_587
197,486.09788815199363,967,412.9427202548859,106,516.7477723468205,627,636.7476840828547,540,61.31728562639105,rDATtTlQnE,auZiShdaGM,UPcuCtAqzi,UIvBkVaUPo,eyoOusOOJV,zcsuGXtywR,2022-10-18 11:19:56,2021-01-05 18:05:48,True,True,id_588
778,170.87181828052988,132,853.3261639563061,917,502.10254027380864,219,469.82874329481626,199,808.2205167100916,SwffMsgqNx,xYuufmiNiP,HfwzjbShBD,NXMVYhZgcg,DSYljByoyq,oXwocussTU,2021-09-01 01:29:50,2023-04-22 21:26:34,True,False,id_589
753,635.527887926923,776,840.7383934172245,876,632.1063433045533,915,262.9762598987877,971,157.30300750201897,UfDXRdsDSi,rUbwRFxcLT,zyEuiEdOkK,sGVoFbCeHO,oDwgZFXDbW,LtiQwrarBD,2020-12-22 06:20:21,2021-05-02 06:06:04,False,False,id_590
713,57.321115076934824,822,296.8274191817123,162,374.8014755283567,592,862.9754320651266,770,955.3019671557753,hibrWbjyEv,hANzWsWZjo,eAPGdyMoxF,hZpwYTJWKt,OjPPLuTaOl,WglFnutTiA,2023-03-31 19:13:14,2022-02-16 19:29:49,False,True,id_591
518,717.7495853053925,144,543.2118841817892,743,645.9633549024759,242,893.4190269262976,930,401.56272236855784,mMtUiCViuY,FHWaZdHWeq,xFqDqPqSpx,tFKYUqrRNp,fzDpzjoGLc,YyrexRnSPL,2020-03-19 18:45:36,2021-05-21 15:10:53,True,False,id_592
686,830.8975819522443,580,701.1395713032393,291,768.3638852300231,987,403.8111915364979,785,521.5520526646154,xxyLpomikW,ZWhkSSZJdh,OVwoGKabvU,hAecJybwyg,RExlmjiuxq,bBKTAzRiUM,2020-08-14 23:56:15,2022-08-24 07:28:35,True,False,id_593
956,717.8181903603869,449,738.8117610524238,659,980.02939473893,421,156.49119373790933,897,745.9257767959822,YbrhsXGtIZ,VnlksnrdEV,wXUpNFBcBZ,VESAZEGGpR,OyvLPozVwL,DdGOHSpeTf,2022-08-28 07:33:29,2023-06-27 21:29:03,True,True,id_594
378,857.1073467926412,129,26.3237614088071,941,109.07182152887617,531,138.75223042080808,997,547.1525782346183,PDhGwnuqlW,IkDjEgSher,CowwzjupPx,mzxYQCqpMP,ZMwNsDUTRa,vxVFYDtdTL,2023-11-20 11:29:36,2020-09-25 01:25:16,False,False,id_595
153,622.2863702161984,76,552.8895979765026,251,647.964286098706,782,266.7727215498108,164,140.19846777746216,hWhgtjGHXt,LosZOtnKrF,sPNWJsYjvc,NiPfwrqnRy,UZaydNXURj,apHFDLrjzB,2020-05-06 18:56:25,2023-02-17 21:15:09,False,False,id_596
